code.after,code.before,Relationship,adjustment
330510,330510,1:1,1996 to 1992
330520,330520,1:1,1996 to 1992
330530,330530,1:1,1996 to 1992
330590,330590,1:1,1996 to 1992
330610,330610,1:1,1996 to 1992
330620,540210,n:n,1996 to 1992
330620,540232,n:n,1996 to 1992
330620,540241,n:n,1996 to 1992
330690,330690,1:1,1996 to 1992
330710,330710,1:1,1996 to 1992
330720,330720,1:1,1996 to 1992
330730,330730,1:1,1996 to 1992
330741,330741,1:1,1996 to 1992
330749,330749,1:1,1996 to 1992
330790,330790,1:1,1996 to 1992
340111,340111,1:1,1996 to 1992
340119,340119,1:1,1996 to 1992
340120,340120,1:1,1996 to 1992
340211,340211,1:1,1996 to 1992
340212,340212,1:1,1996 to 1992
340213,340213,1:1,1996 to 1992
340219,340219,1:1,1996 to 1992
340220,340220,1:1,1996 to 1992
340290,340290,1:1,1996 to 1992
340311,340311,1:1,1996 to 1992
340319,340319,1:1,1996 to 1992
340391,340391,1:1,1996 to 1992
340399,340399,1:1,1996 to 1992
340410,340410,1:1,1996 to 1992
340420,340420,1:1,1996 to 1992
340490,340490,1:1,1996 to 1992
340510,340510,1:1,1996 to 1992
340520,340520,1:1,1996 to 1992
340530,340530,1:1,1996 to 1992
340540,340540,1:1,1996 to 1992
340590,340590,1:1,1996 to 1992
340600,340600,1:1,1996 to 1992
340700,340700,1:1,1996 to 1992
350110,350110,1:1,1996 to 1992
350190,350190,1:1,1996 to 1992
350211,350210,n:1,1996 to 1992
350219,350210,n:1,1996 to 1992
350220,350290,n:1,1996 to 1992
350290,350290,n:1,1996 to 1992
350300,350300,1:1,1996 to 1992
350400,350400,1:1,1996 to 1992
350510,350510,1:1,1996 to 1992
350520,350520,1:1,1996 to 1992
350610,350610,1:1,1996 to 1992
350691,350691,1:1,1996 to 1992
350699,350699,1:1,1996 to 1992
350710,350710,1:1,1996 to 1992
350790,350790,1:1,1996 to 1992
360100,360100,1:1,1996 to 1992
360200,360200,1:1,1996 to 1992
360300,360300,1:1,1996 to 1992
360410,360410,1:1,1996 to 1992
360490,360490,1:1,1996 to 1992
360500,360500,1:1,1996 to 1992
360610,360610,1:1,1996 to 1992
360690,360690,1:1,1996 to 1992
370110,370110,1:1,1996 to 1992
370120,370120,1:1,1996 to 1992
370130,370130,1:1,1996 to 1992
370191,370191,1:1,1996 to 1992
370199,370199,1:1,1996 to 1992
370210,370210,1:1,1996 to 1992
370220,370220,1:1,1996 to 1992
370231,370231,1:1,1996 to 1992
370232,370232,1:1,1996 to 1992
370239,370239,1:1,1996 to 1992
370241,370241,1:1,1996 to 1992
370242,370242,1:1,1996 to 1992
370243,370243,1:1,1996 to 1992
370244,370244,1:1,1996 to 1992
370251,370251,1:1,1996 to 1992
370252,370252,1:1,1996 to 1992
370253,370253,1:1,1996 to 1992
370254,370254,1:1,1996 to 1992
370255,370255,1:1,1996 to 1992
370256,370256,1:1,1996 to 1992
370291,370291,1:1,1996 to 1992
370292,370292,1:1,1996 to 1992
370293,370293,1:1,1996 to 1992
370294,370294,1:1,1996 to 1992
370295,370295,1:1,1996 to 1992
370310,370310,1:1,1996 to 1992
370320,370320,1:1,1996 to 1992
370390,370390,1:1,1996 to 1992
370400,370400,1:1,1996 to 1992
370510,370510,1:1,1996 to 1992
370520,370520,1:1,1996 to 1992
370590,370590,1:1,1996 to 1992
370610,370610,1:1,1996 to 1992
370690,370690,1:1,1996 to 1992
370710,370710,1:1,1996 to 1992
370790,370790,1:1,1996 to 1992
380110,380110,1:1,1996 to 1992
380120,380120,1:1,1996 to 1992
380130,380130,1:1,1996 to 1992
380190,380190,1:1,1996 to 1992
380210,380210,1:1,1996 to 1992
380290,380290,1:1,1996 to 1992
380300,380300,1:1,1996 to 1992
380400,380400,1:1,1996 to 1992
380510,380510,1:1,1996 to 1992
380520,380520,1:1,1996 to 1992
380590,380590,1:1,1996 to 1992
380610,380610,1:1,1996 to 1992
380620,380620,n:n,1996 to 1992
380620,380690,n:n,1996 to 1992
380630,380630,1:1,1996 to 1992
380690,380690,n:1,1996 to 1992
380700,380700,1:1,1996 to 1992
380810,380810,1:1,1996 to 1992
380820,380820,1:1,1996 to 1992
380830,380830,1:1,1996 to 1992
380840,380840,1:1,1996 to 1992
380890,380890,1:1,1996 to 1992
380910,380910,1:1,1996 to 1992
380991,380991,1:1,1996 to 1992
380992,380992,1:1,1996 to 1992
380993,380993,1:n,1996 to 1992
380993,380999,1:n,1996 to 1992
381010,381010,1:1,1996 to 1992
381090,381090,1:1,1996 to 1992
381111,381111,1:1,1996 to 1992
381119,381119,1:1,1996 to 1992
381121,381121,1:1,1996 to 1992
381129,381129,1:1,1996 to 1992
381190,381190,1:1,1996 to 1992
381210,381210,1:1,1996 to 1992
381220,381220,1:1,1996 to 1992
381230,381230,1:1,1996 to 1992
381300,381300,1:1,1996 to 1992
381400,381400,1:1,1996 to 1992
381511,381511,1:1,1996 to 1992
381512,381512,1:1,1996 to 1992
381519,381519,1:1,1996 to 1992
381590,381590,1:1,1996 to 1992
381600,381600,1:1,1996 to 1992
381710,381710,1:1,1996 to 1992
381720,381720,1:1,1996 to 1992
381800,381800,1:1,1996 to 1992
381900,381900,1:1,1996 to 1992
382000,382000,1:1,1996 to 1992
382100,382100,1:1,1996 to 1992
382200,382200,n:n,1996 to 1992
382200,392190,n:n,1996 to 1992
382200,392690,n:n,1996 to 1992
382200,481190,n:n,1996 to 1992
382200,482390,n:n,1996 to 1992
382311,151911,1:1,1996 to 1992
382312,151912,1:1,1996 to 1992
382313,151913,1:1,1996 to 1992
382319,151919,1:n,1996 to 1992
382319,151920,1:n,1996 to 1992
382370,151930,1:1,1996 to 1992
382410,382310,1:1,1996 to 1992
382420,382320,1:1,1996 to 1992
382430,382330,1:1,1996 to 1992
382440,382340,1:1,1996 to 1992
382450,382350,1:1,1996 to 1992
382460,382360,1:1,1996 to 1992
382471,382390,n:1,1996 to 1992
382479,382390,n:1,1996 to 1992
382490,382390,n:1,1996 to 1992
390110,390110,1:1,1996 to 1992
390120,390120,1:1,1996 to 1992
390130,390130,1:1,1996 to 1992
390190,390190,1:1,1996 to 1992
390210,390210,1:1,1996 to 1992
390220,390220,1:1,1996 to 1992
390230,390230,1:1,1996 to 1992
390290,390290,1:1,1996 to 1992
390311,390311,1:1,1996 to 1992
390319,390319,1:1,1996 to 1992
390320,390320,1:1,1996 to 1992
390330,390330,1:1,1996 to 1992
390390,390390,1:1,1996 to 1992
390410,390410,1:1,1996 to 1992
390421,390421,1:1,1996 to 1992
390422,390422,1:1,1996 to 1992
390430,390430,1:1,1996 to 1992
390440,390440,1:1,1996 to 1992
390450,390450,1:1,1996 to 1992
390461,390461,1:1,1996 to 1992
390469,390469,1:1,1996 to 1992
390490,390490,1:1,1996 to 1992
390512,390511,n:1,1996 to 1992
390519,390519,n:1,1996 to 1992
390521,390511,n:1,1996 to 1992
390529,390519,n:1,1996 to 1992
390530,390520,1:1,1996 to 1992
390591,390590,n:1,1996 to 1992
390599,390590,n:1,1996 to 1992
390610,390610,1:1,1996 to 1992
390690,390690,1:1,1996 to 1992
390710,390710,1:1,1996 to 1992
390720,390720,1:1,1996 to 1992
390730,390730,1:1,1996 to 1992
390740,390740,1:1,1996 to 1992
390750,390750,1:1,1996 to 1992
390760,390760,1:1,1996 to 1992
390791,390791,1:1,1996 to 1992
390799,390799,1:1,1996 to 1992
390810,390810,1:1,1996 to 1992
390890,390890,1:1,1996 to 1992
390910,390910,1:1,1996 to 1992
390920,390920,1:1,1996 to 1992
390930,390930,1:1,1996 to 1992
390940,390940,1:1,1996 to 1992
390950,390950,1:1,1996 to 1992
391000,391000,1:1,1996 to 1992
391110,391110,1:1,1996 to 1992
391190,391190,1:1,1996 to 1992
391211,391211,1:1,1996 to 1992
391212,391212,1:1,1996 to 1992
391220,391220,1:1,1996 to 1992
391231,391231,1:1,1996 to 1992
391239,391239,1:1,1996 to 1992
391290,391290,1:1,1996 to 1992
391310,391310,1:1,1996 to 1992
391390,391390,1:1,1996 to 1992
391400,391400,1:1,1996 to 1992
391510,391510,1:1,1996 to 1992
391520,391520,1:1,1996 to 1992
391530,391530,1:1,1996 to 1992
391590,391590,n:1,1996 to 1992
391610,391610,1:1,1996 to 1992
391620,391620,1:1,1996 to 1992
391690,391690,1:1,1996 to 1992
391710,391710,1:1,1996 to 1992
391721,391721,1:1,1996 to 1992
391722,391722,1:1,1996 to 1992
391723,391723,1:1,1996 to 1992
391729,391729,1:1,1996 to 1992
391731,391731,1:1,1996 to 1992
391732,391732,1:1,1996 to 1992
391733,391733,1:1,1996 to 1992
391739,391739,1:1,1996 to 1992
391740,391740,1:1,1996 to 1992
391810,391810,1:1,1996 to 1992
391890,391890,1:1,1996 to 1992
391910,391910,1:1,1996 to 1992
391990,391990,1:1,1996 to 1992
392010,392010,1:1,1996 to 1992
392020,392020,1:1,1996 to 1992
392030,392030,1:1,1996 to 1992
392041,392041,1:1,1996 to 1992
392042,392042,1:1,1996 to 1992
392051,392051,1:1,1996 to 1992
392059,392059,1:1,1996 to 1992
392061,392061,1:1,1996 to 1992
392062,392062,1:1,1996 to 1992
392063,392063,1:1,1996 to 1992
392069,392069,1:1,1996 to 1992
392071,392071,1:1,1996 to 1992
392072,392072,1:1,1996 to 1992
392073,392073,1:1,1996 to 1992
392079,392079,1:1,1996 to 1992
392091,392091,1:1,1996 to 1992
392092,392092,1:1,1996 to 1992
392093,392093,1:1,1996 to 1992
392094,392094,1:1,1996 to 1992
392099,392099,1:1,1996 to 1992
392111,392111,1:1,1996 to 1992
392112,392112,1:1,1996 to 1992
392113,392113,1:1,1996 to 1992
392114,392114,1:1,1996 to 1992
392119,392119,1:1,1996 to 1992
392190,392190,n:1,1996 to 1992
392210,392210,1:1,1996 to 1992
392220,392220,1:1,1996 to 1992
392290,392290,1:1,1996 to 1992
392310,392310,1:1,1996 to 1992
392321,392321,1:1,1996 to 1992
392329,392329,1:1,1996 to 1992
392330,392330,1:1,1996 to 1992
392340,392340,1:1,1996 to 1992
392350,392350,1:1,1996 to 1992
392390,392390,1:1,1996 to 1992
392410,392410,1:1,1996 to 1992
392490,392490,1:1,1996 to 1992
392510,392510,1:1,1996 to 1992
392520,392520,1:1,1996 to 1992
392530,392530,1:1,1996 to 1992
392590,392590,1:1,1996 to 1992
392610,392610,1:1,1996 to 1992
392620,392620,1:1,1996 to 1992
392630,392630,1:1,1996 to 1992
392640,392640,1:1,1996 to 1992
392690,392690,n:1,1996 to 1992
400110,400110,1:1,1996 to 1992
400121,400121,1:1,1996 to 1992
400122,400122,1:1,1996 to 1992
400129,400129,1:1,1996 to 1992
400130,400130,1:1,1996 to 1992
400211,400211,1:1,1996 to 1992
400219,400219,1:1,1996 to 1992
400220,400220,1:1,1996 to 1992
400231,400231,1:1,1996 to 1992
400239,400239,1:1,1996 to 1992
400241,400241,1:1,1996 to 1992
400249,400249,1:1,1996 to 1992
400251,400251,1:1,1996 to 1992
400259,400259,1:1,1996 to 1992
400260,400260,1:1,1996 to 1992
400270,400270,1:1,1996 to 1992
400280,400280,1:1,1996 to 1992
400291,400291,1:1,1996 to 1992
400299,400299,1:1,1996 to 1992
400300,400300,1:1,1996 to 1992
400400,400400,1:1,1996 to 1992
400510,400510,1:1,1996 to 1992
400520,400520,1:1,1996 to 1992
400591,400591,1:1,1996 to 1992
400599,400599,1:1,1996 to 1992
400610,400610,1:1,1996 to 1992
400690,400690,1:1,1996 to 1992
400700,400700,1:1,1996 to 1992
400811,400811,1:1,1996 to 1992
400819,400819,1:1,1996 to 1992
400821,400821,1:1,1996 to 1992
400829,400829,1:1,1996 to 1992
400910,400910,1:1,1996 to 1992
400920,400920,1:1,1996 to 1992
400930,400930,1:1,1996 to 1992
400940,400940,1:1,1996 to 1992
400950,400950,1:1,1996 to 1992
401011,401091,n:n,1996 to 1992
401011,401099,n:n,1996 to 1992
401012,401091,n:n,1996 to 1992
401012,401099,n:n,1996 to 1992
401013,401091,n:n,1996 to 1992
401013,401099,n:n,1996 to 1992
401019,401091,n:n,1996 to 1992
401019,401099,n:n,1996 to 1992
401021,401010,n:1,1996 to 1992
401022,401010,n:1,1996 to 1992
401023,401091,n:n,1996 to 1992
401023,401099,n:n,1996 to 1992
401024,401091,n:n,1996 to 1992
401024,401099,n:n,1996 to 1992
401029,401010,n:n,1996 to 1992
401029,401091,n:n,1996 to 1992
401029,401099,n:n,1996 to 1992
401110,401110,1:1,1996 to 1992
401120,401120,1:1,1996 to 1992
401130,401130,1:1,1996 to 1992
401140,401140,1:1,1996 to 1992
401150,401150,1:1,1996 to 1992
401191,401191,1:1,1996 to 1992
401199,401199,1:1,1996 to 1992
401210,401210,1:1,1996 to 1992
401220,401220,1:1,1996 to 1992
401290,401290,1:1,1996 to 1992
401310,401310,1:1,1996 to 1992
401320,401320,1:1,1996 to 1992
401390,401390,1:1,1996 to 1992
401410,401410,1:1,1996 to 1992
401490,401490,1:1,1996 to 1992
401511,401511,1:1,1996 to 1992
401519,401519,1:1,1996 to 1992
401590,401590,1:1,1996 to 1992
401610,401610,1:1,1996 to 1992
401691,401691,1:1,1996 to 1992
401692,401692,1:1,1996 to 1992
401693,401693,1:1,1996 to 1992
401694,401694,1:1,1996 to 1992
401695,401695,1:1,1996 to 1992
401699,401699,1:1,1996 to 1992
401700,401700,1:1,1996 to 1992
410110,410110,1:1,1996 to 1992
410121,410121,1:1,1996 to 1992
410122,410122,1:1,1996 to 1992
410129,410129,1:1,1996 to 1992
410130,410130,1:1,1996 to 1992
410140,410140,1:1,1996 to 1992
410210,410210,1:1,1996 to 1992
410221,410221,1:1,1996 to 1992
410229,410229,1:1,1996 to 1992
410310,410310,1:1,1996 to 1992
410320,410320,1:1,1996 to 1992
410390,410390,1:1,1996 to 1992
410410,410410,1:1,1996 to 1992
410421,410421,1:1,1996 to 1992
410422,410422,1:1,1996 to 1992
410429,410429,1:1,1996 to 1992
410431,410431,1:1,1996 to 1992
410439,410439,1:1,1996 to 1992
410511,410511,1:1,1996 to 1992
410512,410512,1:1,1996 to 1992
410519,410519,1:1,1996 to 1992
410520,410520,1:1,1996 to 1992
410611,410611,1:1,1996 to 1992
410612,410612,1:1,1996 to 1992
410619,410619,1:1,1996 to 1992
410620,410620,1:1,1996 to 1992
410710,410710,1:1,1996 to 1992
410721,410721,1:1,1996 to 1992
410729,410729,1:1,1996 to 1992
410790,410790,1:1,1996 to 1992
410800,410800,1:1,1996 to 1992
410900,410900,1:1,1996 to 1992
411000,411000,1:1,1996 to 1992
411100,411100,1:1,1996 to 1992
420100,420100,1:1,1996 to 1992
420211,420211,1:1,1996 to 1992
420212,420212,1:1,1996 to 1992
420219,420219,1:1,1996 to 1992
420221,420221,1:1,1996 to 1992
420222,420222,1:1,1996 to 1992
420229,420229,1:1,1996 to 1992
420231,420231,1:1,1996 to 1992
420232,420232,1:1,1996 to 1992
420239,420239,1:1,1996 to 1992
420291,420291,1:1,1996 to 1992
420292,420292,1:1,1996 to 1992
420299,420299,1:1,1996 to 1992
420310,420310,1:1,1996 to 1992
420321,420321,1:1,1996 to 1992
420329,420329,1:1,1996 to 1992
420330,420330,1:1,1996 to 1992
420340,420340,1:1,1996 to 1992
420400,420400,1:1,1996 to 1992
420500,420500,1:1,1996 to 1992
420610,420610,1:1,1996 to 1992
420690,420690,1:1,1996 to 1992
430110,430110,1:1,1996 to 1992
430120,430120,1:1,1996 to 1992
430130,430130,1:1,1996 to 1992
430140,430140,1:1,1996 to 1992
430150,430150,1:1,1996 to 1992
430160,430160,1:1,1996 to 1992
430170,430170,1:1,1996 to 1992
430180,430180,1:1,1996 to 1992
430190,430190,1:1,1996 to 1992
430211,430211,1:1,1996 to 1992
430212,430212,1:1,1996 to 1992
430213,430213,1:1,1996 to 1992
430219,430219,1:1,1996 to 1992
430220,430220,1:1,1996 to 1992
430230,430230,1:1,1996 to 1992
430310,430310,1:1,1996 to 1992
430390,430390,1:1,1996 to 1992
430400,430400,1:1,1996 to 1992
440110,440110,1:1,1996 to 1992
440121,440121,1:1,1996 to 1992
440122,440122,1:1,1996 to 1992
440130,440130,1:1,1996 to 1992
440200,440200,1:1,1996 to 1992
440310,440310,1:1,1996 to 1992
440320,440320,1:1,1996 to 1992
440341,440331,1:1,1996 to 1992
440349,440332,n:n,1996 to 1992
440349,440333,n:n,1996 to 1992
440349,440334,n:n,1996 to 1992
440349,440335,n:n,1996 to 1992
440349,440399,n:n,1996 to 1992
440391,440391,1:1,1996 to 1992
440392,440392,1:1,1996 to 1992
440399,440399,n:1,1996 to 1992
440410,440410,1:1,1996 to 1992
440420,440420,1:1,1996 to 1992
440500,440500,1:1,1996 to 1992
440610,440610,1:1,1996 to 1992
440690,440690,1:1,1996 to 1992
440710,440710,1:1,1996 to 1992
440724,440723,1:1,1996 to 1992
440725,440721,n:1,1996 to 1992
440726,440721,n:1,1996 to 1992
440729,440721,n:n,1996 to 1992
440729,440722,n:n,1996 to 1992
440729,440799,n:n,1996 to 1992
440791,440791,1:1,1996 to 1992
440792,440792,1:1,1996 to 1992
440799,440799,n:1,1996 to 1992
440810,440810,1:1,1996 to 1992
440831,440820,n:n,1996 to 1992
440831,440890,n:n,1996 to 1992
440839,440820,n:n,1996 to 1992
440839,440890,n:n,1996 to 1992
440890,440890,n:1,1996 to 1992
440910,440910,1:1,1996 to 1992
440920,440920,1:1,1996 to 1992
441011,441010,n:1,1996 to 1992
441019,441010,n:1,1996 to 1992
441090,441090,1:1,1996 to 1992
441111,441111,1:1,1996 to 1992
441119,441119,1:1,1996 to 1992
441121,441121,1:1,1996 to 1992
441129,441129,1:1,1996 to 1992
441131,441131,1:1,1996 to 1992
441139,441139,1:1,1996 to 1992
441191,441191,1:1,1996 to 1992
441199,441199,1:1,1996 to 1992
441213,441211,n:n,1996 to 1992
441213,441212,n:n,1996 to 1992
441214,441212,n:1,1996 to 1992
441219,441219,1:1,1996 to 1992
441222,441221,n:n,1996 to 1992
441222,441229,n:n,1996 to 1992
441223,441221,n:1,1996 to 1992
441229,441229,n:1,1996 to 1992
441292,441291,n:n,1996 to 1992
441292,441299,n:n,1996 to 1992
441293,441291,n:1,1996 to 1992
441299,441299,n:1,1996 to 1992
441300,441300,1:1,1996 to 1992
441400,441400,1:1,1996 to 1992
441510,441510,1:1,1996 to 1992
441520,441520,n:n,1996 to 1992
441520,442190,n:n,1996 to 1992
441600,441600,1:1,1996 to 1992
441700,441700,1:1,1996 to 1992
441810,441810,1:1,1996 to 1992
441820,441820,1:1,1996 to 1992
441830,441830,1:1,1996 to 1992
441840,441840,1:1,1996 to 1992
441850,441850,1:1,1996 to 1992
441890,441890,1:1,1996 to 1992
441900,441900,1:1,1996 to 1992
442010,442010,1:1,1996 to 1992
442090,442090,1:1,1996 to 1992
442110,442110,1:1,1996 to 1992
442190,442190,n:1,1996 to 1992
450110,450110,1:1,1996 to 1992
450190,450190,1:1,1996 to 1992
450200,450200,1:1,1996 to 1992
450310,450310,1:1,1996 to 1992
450390,450390,1:1,1996 to 1992
450410,450410,1:1,1996 to 1992
450490,450490,1:1,1996 to 1992
460110,460110,1:1,1996 to 1992
460120,460120,1:1,1996 to 1992
460191,460191,1:1,1996 to 1992
460199,460199,1:1,1996 to 1992
460210,460210,1:1,1996 to 1992
460290,460290,1:1,1996 to 1992
470100,470100,1:1,1996 to 1992
470200,470200,1:1,1996 to 1992
470311,470311,1:1,1996 to 1992
470319,470319,1:1,1996 to 1992
470321,470321,1:1,1996 to 1992
470329,470329,1:1,1996 to 1992
470411,470411,1:1,1996 to 1992
470419,470419,1:1,1996 to 1992
470421,470421,1:1,1996 to 1992
470429,470429,1:1,1996 to 1992
470500,470500,1:1,1996 to 1992
470610,470610,1:1,1996 to 1992
470620,470691,n:n,1996 to 1992
470620,470692,n:n,1996 to 1992
470620,470693,n:n,1996 to 1992
470691,470691,n:1,1996 to 1992
470692,470692,n:1,1996 to 1992
470693,470693,n:1,1996 to 1992
470710,470710,1:1,1996 to 1992
470720,470720,1:1,1996 to 1992
470730,470730,1:1,1996 to 1992
470790,470790,1:1,1996 to 1992
480100,480100,n:n,1996 to 1992
480100,480252,n:n,1996 to 1992
480100,480260,n:n,1996 to 1992
480210,480210,1:1,1996 to 1992
480220,480220,1:1,1996 to 1992
480230,480230,1:1,1996 to 1992
480240,480240,1:1,1996 to 1992
480251,480251,1:1,1996 to 1992
480252,480252,n:1,1996 to 1992
480253,480253,1:1,1996 to 1992
480260,480260,n:1,1996 to 1992
480300,480300,1:1,1996 to 1992
480411,480411,1:1,1996 to 1992
480419,480419,1:1,1996 to 1992
480421,480421,1:1,1996 to 1992
480429,480429,1:1,1996 to 1992
480431,480431,1:1,1996 to 1992
480439,480439,1:1,1996 to 1992
480441,480441,1:1,1996 to 1992
480442,480442,1:1,1996 to 1992
480449,480449,1:1,1996 to 1992
480451,480451,1:1,1996 to 1992
480452,480452,1:1,1996 to 1992
480459,480459,1:1,1996 to 1992
480510,480510,1:1,1996 to 1992
480521,480521,1:1,1996 to 1992
480522,480522,1:1,1996 to 1992
480523,480523,1:1,1996 to 1992
480529,480529,1:1,1996 to 1992
480530,480530,1:1,1996 to 1992
480540,480540,1:1,1996 to 1992
480550,480550,1:1,1996 to 1992
480560,480560,1:1,1996 to 1992
480570,480570,1:1,1996 to 1992
480580,480580,1:1,1996 to 1992
480610,480610,1:1,1996 to 1992
480620,480620,1:1,1996 to 1992
480630,480630,1:1,1996 to 1992
480640,480640,1:1,1996 to 1992
480710,480710,1:1,1996 to 1992
480790,480791,1:n,1996 to 1992
480790,480799,1:n,1996 to 1992
480810,480810,1:1,1996 to 1992
480820,480820,1:1,1996 to 1992
480830,480830,1:1,1996 to 1992
480890,480890,1:1,1996 to 1992
480910,480910,1:1,1996 to 1992
480920,480920,1:1,1996 to 1992
480990,480990,1:1,1996 to 1992
481011,481011,1:1,1996 to 1992
481012,481012,1:1,1996 to 1992
481021,481021,1:1,1996 to 1992
481029,481029,1:1,1996 to 1992
481031,481031,1:1,1996 to 1992
481032,481032,1:1,1996 to 1992
481039,481039,1:1,1996 to 1992
481091,481091,1:1,1996 to 1992
481099,481099,1:1,1996 to 1992
481110,481110,1:1,1996 to 1992
481121,481121,1:1,1996 to 1992
481129,481129,1:1,1996 to 1992
481131,481131,1:1,1996 to 1992
481139,481139,1:1,1996 to 1992
481140,481140,1:1,1996 to 1992
481190,481190,n:1,1996 to 1992
481200,481200,1:1,1996 to 1992
481310,481310,1:1,1996 to 1992
481320,481320,1:1,1996 to 1992
481390,481390,1:1,1996 to 1992
481410,481410,1:1,1996 to 1992
481420,481420,1:1,1996 to 1992
481430,481430,1:1,1996 to 1992
481490,481490,1:1,1996 to 1992
481500,481500,1:1,1996 to 1992
481610,481610,1:1,1996 to 1992
481620,481620,1:1,1996 to 1992
481630,481630,1:1,1996 to 1992
481690,481690,1:1,1996 to 1992
481710,481710,1:1,1996 to 1992
481720,481720,1:1,1996 to 1992
481730,481730,1:1,1996 to 1992
481810,481810,1:1,1996 to 1992
481820,481820,1:1,1996 to 1992
481830,481830,1:1,1996 to 1992
481840,481840,1:1,1996 to 1992
481850,481850,1:1,1996 to 1992
481890,481890,1:1,1996 to 1992
481910,481910,1:1,1996 to 1992
481920,481920,1:1,1996 to 1992
481930,481930,1:1,1996 to 1992
481940,481940,1:1,1996 to 1992
481950,481950,1:1,1996 to 1992
481960,481960,1:1,1996 to 1992
482010,482010,1:1,1996 to 1992
482020,482020,1:1,1996 to 1992
482030,482030,1:1,1996 to 1992
482040,482040,1:1,1996 to 1992
482050,482050,1:1,1996 to 1992
482090,482090,1:1,1996 to 1992
482110,482110,1:1,1996 to 1992
482190,482190,1:1,1996 to 1992
482210,482210,1:1,1996 to 1992
482290,482290,1:1,1996 to 1992
482311,482311,1:1,1996 to 1992
482319,482319,1:1,1996 to 1992
482320,482320,1:1,1996 to 1992
482340,482340,1:1,1996 to 1992
482351,482351,1:1,1996 to 1992
482359,482359,1:1,1996 to 1992
482360,482360,1:1,1996 to 1992
482370,482370,1:1,1996 to 1992
482390,482330,n:n,1996 to 1992
482390,482390,n:n,1996 to 1992
490110,490110,1:1,1996 to 1992
490191,490191,1:1,1996 to 1992
490199,490199,1:1,1996 to 1992
490210,490210,1:1,1996 to 1992
490290,490290,1:1,1996 to 1992
490300,490300,1:1,1996 to 1992
490400,490400,1:1,1996 to 1992
490510,490510,1:1,1996 to 1992
490591,490591,1:1,1996 to 1992
490599,490599,1:1,1996 to 1992
490600,490600,1:1,1996 to 1992
490700,490700,1:1,1996 to 1992
490810,490810,1:1,1996 to 1992
490890,490890,1:1,1996 to 1992
490900,490900,1:1,1996 to 1992
491000,491000,1:1,1996 to 1992
491110,491110,1:1,1996 to 1992
491191,491191,1:1,1996 to 1992
491199,491199,1:1,1996 to 1992
500100,500100,1:1,1996 to 1992
500200,500200,1:1,1996 to 1992
500310,500310,1:1,1996 to 1992
500390,500390,1:1,1996 to 1992
500400,500400,1:1,1996 to 1992
500500,500500,1:1,1996 to 1992
500600,500600,1:1,1996 to 1992
500710,500710,1:1,1996 to 1992
500720,500720,1:1,1996 to 1992
500790,500790,1:1,1996 to 1992
510111,510111,1:1,1996 to 1992
510119,510119,1:1,1996 to 1992
510121,510121,1:1,1996 to 1992
510129,510129,1:1,1996 to 1992
510130,510130,1:1,1996 to 1992
510210,510210,1:1,1996 to 1992
510220,510220,1:1,1996 to 1992
510310,510310,1:1,1996 to 1992
510320,510320,1:1,1996 to 1992
510330,510330,1:1,1996 to 1992
510400,510400,1:1,1996 to 1992
510510,510510,1:1,1996 to 1992
510521,510521,1:1,1996 to 1992
510529,510529,1:1,1996 to 1992
510530,510530,1:1,1996 to 1992
510540,510540,1:1,1996 to 1992
510610,510610,1:1,1996 to 1992
510620,510620,1:1,1996 to 1992
510710,510710,1:1,1996 to 1992
510720,510720,1:1,1996 to 1992
510810,510810,1:1,1996 to 1992
510820,510820,1:1,1996 to 1992
510910,510910,1:1,1996 to 1992
510990,510990,1:1,1996 to 1992
511000,511000,1:1,1996 to 1992
511111,511111,1:1,1996 to 1992
511119,511119,1:1,1996 to 1992
511120,511120,1:1,1996 to 1992
511130,511130,1:1,1996 to 1992
511190,511190,1:1,1996 to 1992
511211,511211,1:1,1996 to 1992
511219,511219,1:1,1996 to 1992
511220,511220,1:1,1996 to 1992
511230,511230,1:1,1996 to 1992
511290,511290,1:1,1996 to 1992
511300,511300,1:1,1996 to 1992
520100,520100,1:1,1996 to 1992
520210,520210,1:1,1996 to 1992
520291,520291,1:1,1996 to 1992
520299,520299,1:1,1996 to 1992
520300,520300,1:1,1996 to 1992
520411,520411,1:1,1996 to 1992
520419,520419,1:1,1996 to 1992
520420,520420,1:1,1996 to 1992
520511,520511,1:1,1996 to 1992
520512,520512,1:1,1996 to 1992
520513,520513,1:1,1996 to 1992
520514,520514,1:1,1996 to 1992
520515,520515,1:1,1996 to 1992
520521,520521,1:1,1996 to 1992
520522,520522,1:1,1996 to 1992
520523,520523,1:1,1996 to 1992
520524,520524,1:1,1996 to 1992
520526,520525,n:1,1996 to 1992
520527,520525,n:1,1996 to 1992
520528,520525,n:1,1996 to 1992
520531,520531,1:1,1996 to 1992
520532,520532,1:1,1996 to 1992
520533,520533,1:1,1996 to 1992
520534,520534,1:1,1996 to 1992
520535,520535,1:1,1996 to 1992
520541,520541,1:1,1996 to 1992
520542,520542,1:1,1996 to 1992
520543,520543,1:1,1996 to 1992
520544,520544,1:1,1996 to 1992
520546,520545,n:1,1996 to 1992
520547,520545,n:1,1996 to 1992
520548,520545,n:1,1996 to 1992
520611,520611,1:1,1996 to 1992
520612,520612,1:1,1996 to 1992
520613,520613,1:1,1996 to 1992
520614,520614,1:1,1996 to 1992
